id_encuestador,latitud,longitud,municipio,municipio_texto,P19_1_texto,P19_2_texto,seccion_electoral,Creation Date,Modified Date
10513,16.9083195,-99.9547946,1,Acapulco,Javier Saldaña Almazán,Esthela Damián Peralta,124,"Dec 5, 2025 1:07 pm","Dec 5, 2025 1:22 pm"
10405,,,1,Acapulco,No sabe (NO LEER),,181,"Dec 5, 2025 1:07 pm","Dec 5, 2025 1:21 pm"
326,,,3,Iguala,Ninguno (NO LEER),,1505,"Dec 5, 2025 1:07 pm","Dec 5, 2025 1:16 pm"
3110,18.3549366,-99.5360598,3,Iguala,Félix Salgado Macedonio,No respondió (NO LEER),1491,"Dec 5, 2025 1:08 pm","Dec 5, 2025 1:21 pm"
101701,16.872208,-99.8169341,1,Acapulco,Félix Salgado Macedonio,Abelina López Rodríguez,265,"Dec 5, 2025 1:08 pm","Dec 5, 2025 1:16 pm"
3111,18.3549366,-99.5360598,3,Iguala,Beatriz Mojica Morga,No respondió (NO LEER),1491,"Dec 5, 2025 1:09 pm","Dec 5, 2025 1:21 pm"
101705,16.8970065,-99.8208632,1,Acapulco,Ninguno (NO LEER),,158,"Dec 5, 2025 1:09 pm","Dec 5, 2025 1:29 pm"
12309,18.3394895,-99.5586556,3,Iguala,Félix Salgado Macedonio,Esthela Damián Peralta,2830,"Dec 5, 2025 1:10 pm","Dec 5, 2025 1:20 pm"
10502,,,1,Acapulco,,,125,"Dec 5, 2025 1:10 pm","Dec 5, 2025 1:24 pm"
316,18.3549366,-99.5360598,3,Iguala,,,1491,"Dec 5, 2025 1:12 pm","Dec 5, 2025 1:17 pm"
234,,,2,Chilpancingo,,,1257,"Dec 5, 2025 1:17 pm","Dec 5, 2025 1:20 pm"
233,,,2,Chilpancingo,Ninguno (NO LEER),,1245,"Dec 5, 2025 1:12 pm","Dec 5, 2025 1:38 pm"
12311,18.3394895,-99.5586556,3,Iguala,,,2830,"Dec 5, 2025 1:12 pm","Dec 5, 2025 1:13 pm"
1238,18.3394895,-99.5586556,3,Iguala,,,2830,"Dec 5, 2025 1:15 pm","Dec 5, 2025 1:16 pm"
10806,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,185,"Dec 5, 2025 1:14 pm","Dec 5, 2025 1:39 pm"
101701,,,1,Acapulco,Abelina López Rodríguez,Ninguno (NO LEER),265,"Dec 5, 2025 1:14 pm","Dec 5, 2025 1:21 pm"
325,18.3475134,-99.54468,3,Iguala,,,1505,"Dec 5, 2025 1:15 pm","Dec 5, 2025 1:18 pm"
10501,16.8865273,-99.9414102,1,Acapulco,No sabe (NO LEER),,17,"Dec 5, 2025 1:16 pm","Dec 5, 2025 1:27 pm"
341,18.335752,-99.5277,3,Iguala,No sabe (NO LEER),,1,"Dec 5, 2025 1:16 pm","Dec 5, 2025 1:23 pm"
101714,,,1,Acapulco,,,225,"Dec 5, 2025 1:16 pm","Dec 5, 2025 1:16 pm"
232,17.5449647,-99.4835919,2,Chilpancingo,Beatriz Mojica Morga,Iván Hernández Díaz,157,"Dec 5, 2025 1:16 pm","Dec 5, 2025 1:38 pm"
242,17.5387679,-99.5211152,2,Chilpancingo,No respondió (NO LEER),,1265,"Dec 5, 2025 1:17 pm","Dec 5, 2025 1:30 pm"
229,17.561066,-99.4988771,2,Chilpancingo,No sabe (NO LEER),,1218,"Dec 5, 2025 1:17 pm","Dec 5, 2025 1:38 pm"
324,18.3549366,-99.5360598,3,Iguala,,,1505,"Dec 5, 2025 1:17 pm","Dec 5, 2025 1:19 pm"
101716,16.9009771,-99.8198537,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,153,"Dec 5, 2025 1:18 pm","Dec 5, 2025 1:33 pm"
10810,16.8111496,-99.8186793,1,Acapulco,No sabe (NO LEER),,307,"Dec 5, 2025 1:18 pm","Dec 5, 2025 1:40 pm"
319,20.5833398,-100.3466317,3,Iguala,Beatriz Mojica Morga,No sabe (NO LEER),1491,"Dec 5, 2025 1:18 pm","Dec 5, 2025 2:24 pm"
316,18.3549366,-99.5360598,3,Iguala,No respondió (NO LEER),,1491,"Dec 5, 2025 1:18 pm","Dec 5, 2025 1:28 pm"
101714,,,1,Acapulco,Félix Salgado Macedonio,Jacinto González Varona,225,"Dec 5, 2025 1:18 pm","Dec 5, 2025 1:33 pm"
324,18.3549366,-99.5360598,3,Iguala,,,1505,"Dec 5, 2025 1:20 pm","Dec 5, 2025 1:24 pm"
101706,,,1,Acapulco,Ninguno (NO LEER),,158,"Dec 5, 2025 1:20 pm","Dec 5, 2025 1:31 pm"
101714,,,1,Acapulco,,,225,"Dec 5, 2025 1:21 pm","Dec 5, 2025 1:21 pm"
10507,16.870351,-99.9344646,1,Acapulco,Esthela Damián Peralta,No sabe (NO LEER),31,"Dec 5, 2025 1:21 pm","Dec 5, 2025 1:44 pm"
1015,,,1,Acapulco,Félix Salgado Macedonio,Beatriz Mojica Morga,9,"Dec 5, 2025 1:21 pm","Dec 5, 2025 1:39 pm"
10410,,,1,Acapulco,Iván Hernández Díaz,Ninguno (NO LEER),113,"Dec 5, 2025 1:22 pm","Dec 5, 2025 1:34 pm"
2310,,,2,Chilpancingo,,,1270,"Dec 5, 2025 1:22 pm","Dec 5, 2025 1:22 pm"
10405,,,1,Acapulco,No sabe (NO LEER),,181,"Dec 5, 2025 1:22 pm","Dec 5, 2025 1:37 pm"
215,,,2,Chilpancingo,Javier Saldaña Almazán,Beatriz Mojica Morga,1211,"Dec 5, 2025 1:23 pm","Dec 5, 2025 1:43 pm"
10805,16.8715663,-99.8752123,1,Acapulco,Beatriz Mojica Morga,Iván Hernández Díaz,271,"Dec 5, 2025 1:23 pm","Dec 5, 2025 1:31 pm"
10510,,,1,Acapulco,Esthela Damián Peralta,Abelina López Rodríguez,9,"Dec 5, 2025 1:23 pm","Dec 5, 2025 1:43 pm"
212,,,2,Chilpancingo,Beatriz Mojica Morga,No sabe (NO LEER),1211,"Dec 5, 2025 1:23 pm","Dec 5, 2025 1:39 pm"
211,17.5751794,-99.5092627,2,Chilpancingo,Pablo Amílcar Sandoval Ballesteros,Beatriz Mojica Morga,1211,"Dec 5, 2025 1:24 pm","Dec 5, 2025 1:45 pm"
10503,16.9083195,-99.9547946,1,Acapulco,Beatriz Mojica Morga,Ninguno (NO LEER),124,"Dec 5, 2025 1:24 pm","Dec 5, 2025 1:44 pm"
10407,,,1,Acapulco,,,133,"Dec 5, 2025 1:25 pm","Dec 5, 2025 1:30 pm"
10414,,,1,Acapulco,Beatriz Mojica Morga,Félix Salgado Macedonio,138,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:36 pm"
214,,,2,Chilpancingo,No sabe (NO LEER),,1112,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:41 pm"
10411,,,1,Acapulco,No sabe (NO LEER),,138,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:36 pm"
10413,,,1,Acapulco,Javier Saldaña Almazán,Iván Hernández Díaz,138,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:39 pm"
10515,16.8841179,-99.9513975,1,Acapulco,Esthela Damián Peralta,Iván Hernández Díaz,9,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:45 pm"
2111,17.570805,-99.5056522,2,Chilpancingo,No respondió (NO LEER),,1211,"Dec 5, 2025 1:26 pm","Dec 5, 2025 1:33 pm"
10169,16.8583631,-99.8508616,1,Acapulco,Félix Salgado Macedonio,Ninguno (NO LEER),287,"Dec 5, 2025 1:27 pm","Dec 5, 2025 1:43 pm"
10401,,,1,Acapulco,Abelina López Rodríguez,Esthela Damián Peralta,114,"Dec 5, 2025 1:29 pm","Dec 5, 2025 1:40 pm"
10405,,,1,Acapulco,Iván Hernández Díaz,Félix Salgado Macedonio,181,"Dec 5, 2025 1:29 pm","Dec 5, 2025 1:45 pm"
12312,18.3352421,-99.5615936,3,Iguala,Iván Hernández Díaz,No sabe (NO LEER),2830,"Dec 5, 2025 1:30 pm","Dec 5, 2025 1:55 pm"
1233,18.3352421,-99.5615936,3,Iguala,Pablo Amílcar Sandoval Ballesteros,Esthela Damián Peralta,2830,"Dec 5, 2025 1:30 pm","Dec 5, 2025 1:56 pm"
12310,18.3347408,-99.5615103,3,Iguala,,,2830,"Dec 5, 2025 1:30 pm","Dec 5, 2025 1:35 pm"
1232,18.3352421,-99.5615936,3,Iguala,,,2830,"Dec 5, 2025 1:30 pm","Dec 5, 2025 1:35 pm"
238,17.526358,-99.4846619,2,Chilpancingo,Ninguno (NO LEER),,1271,"Dec 5, 2025 1:31 pm","Dec 5, 2025 1:44 pm"
10170,,,1,Acapulco,Esthela Damián Peralta,Iván Hernández Díaz,287,"Dec 5, 2025 1:31 pm","Dec 5, 2025 1:45 pm"
343,18.3353993,-99.5268656,3,Iguala,No respondió (NO LEER),,1523,"Dec 5, 2025 1:31 pm","Dec 5, 2025 1:46 pm"
101713,,,1,Acapulco,Ninguno (NO LEER),,225,"Dec 5, 2025 1:31 pm","Dec 5, 2025 1:40 pm"
1236,18.3352421,-99.5615936,3,Iguala,,,2830,"Dec 5, 2025 1:31 pm","Dec 5, 2025 1:35 pm"
341,18.3353993,-99.5268656,2,Chilpancingo,No sabe (NO LEER),,1523,"Dec 5, 2025 1:32 pm","Dec 5, 2025 1:40 pm"
10805,16.8715663,-99.8752123,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,271,"Dec 5, 2025 1:32 pm","Dec 5, 2025 1:38 pm"
244,,,2,Chilpancingo,Pablo Amílcar Sandoval Ballesteros,Beatriz Mojica Morga,1265,"Dec 5, 2025 1:32 pm","Dec 5, 2025 1:52 pm"
10404,,,1,Acapulco,Beatriz Mojica Morga,Pablo Amílcar Sandoval Ballesteros,151,"Dec 5, 2025 1:32 pm","Dec 5, 2025 1:56 pm"
10408,,,1,Acapulco,,,133,"Dec 5, 2025 1:32 pm","Dec 5, 2025 1:35 pm"
344,18.3345987,-99.5319632,3,Iguala,No respondió (NO LEER),,1523,"Dec 5, 2025 1:33 pm","Dec 5, 2025 1:46 pm"
10407,17.9922883,-102.21367,1,Acapulco,,,133,"Dec 5, 2025 1:33 pm","Dec 5, 2025 1:39 pm"
10404,,,1,Acapulco,Ninguno (NO LEER),,1,"Dec 5, 2025 1:33 pm","Dec 5, 2025 1:40 pm"
3211,17.5508259,-99.5014623,2,Chilpancingo,Ninguno (NO LEER),,1270,"Dec 5, 2025 1:33 pm","Dec 5, 2025 1:45 pm"
101714,,,1,Acapulco,Beatriz Mojica Morga,Pablo Amílcar Sandoval Ballesteros,225,"Dec 5, 2025 1:33 pm","Dec 5, 2025 1:52 pm"
1235,18.3352421,-99.5615936,3,Iguala,Ninguno (NO LEER),,2830,"Dec 5, 2025 1:34 pm","Dec 5, 2025 1:55 pm"
239,,,2,Chilpancingo,No sabe (NO LEER),,1271,"Dec 5, 2025 1:34 pm","Dec 5, 2025 1:51 pm"
10501,16.8808875,-99.9460155,1,Acapulco,No sabe (NO LEER),,17,"Dec 5, 2025 1:34 pm","Dec 5, 2025 1:45 pm"
349,18.336343,-99.5336268,3,Iguala,Iván Hernández Díaz,Ninguno (NO LEER),1526,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:55 pm"
348,18.336343,-99.5336268,3,Iguala,,,1526,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:41 pm"
10514,,,1,Acapulco,Félix Salgado Macedonio,No sabe (NO LEER),9,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:41 pm"
10804,,,1,Acapulco,Iván Hernández Díaz,Beatriz Mojica Morga,256,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:51 pm"
3411,18.336343,-99.5336268,3,Iguala,No sabe (NO LEER),,1526,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:52 pm"
346,18.336343,-99.5336268,3,Iguala,Ninguno (NO LEER),,1526,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:51 pm"
347,18.336343,-99.5336268,3,Iguala,Ninguno (NO LEER),,1526,"Dec 5, 2025 1:37 pm","Dec 5, 2025 1:52 pm"
10414,,,1,Acapulco,Félix Salgado Macedonio,Ninguno (NO LEER),138,"Dec 5, 2025 1:37 pm","Dec 5, 2025 1:56 pm"
3410,18.336343,-99.5336268,3,Iguala,No respondió (NO LEER),,1526,"Dec 5, 2025 1:36 pm","Dec 5, 2025 1:52 pm"
221,17.532228,-99.4868174,2,Chilpancingo,Javier Saldaña Almazán,Beatriz Mojica Morga,1223,"Dec 5, 2025 1:39 pm","Dec 5, 2025 1:57 pm"
10805,16.8715663,-99.8752123,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,271,"Dec 5, 2025 1:39 pm","Dec 5, 2025 1:44 pm"
243,,,2,Chilpancingo,Iván Hernández Díaz,Ninguno (NO LEER),1265,"Dec 5, 2025 1:40 pm","Dec 5, 2025 2:17 pm"
10411,,,1,Acapulco,No sabe (NO LEER),,138,"Dec 5, 2025 1:41 pm","Dec 5, 2025 1:49 pm"
10404,,,1,Acapulco,Javier Saldaña Almazán,Pablo Amílcar Sandoval Ballesteros,151,"Dec 5, 2025 1:41 pm","Dec 5, 2025 1:48 pm"
229,17.5610347,-99.4994773,2,Chilpancingo,Ninguno (NO LEER),,1218,"Dec 5, 2025 1:41 pm","Dec 5, 2025 1:59 pm"
101713,,,1,Acapulco,,,225,"Dec 5, 2025 1:41 pm","Dec 5, 2025 1:49 pm"
219,,,2,Chilpancingo,No respondió (NO LEER),,1211,"Dec 5, 2025 1:42 pm","Dec 5, 2025 1:50 pm"
10810,16.8169014,-99.8216316,1,Acapulco,No sabe (NO LEER),,307,"Dec 5, 2025 1:42 pm","Dec 5, 2025 2:02 pm"
341,18.3345987,-99.5319632,3,Iguala,No sabe (NO LEER),,1523,"Dec 5, 2025 1:42 pm","Dec 5, 2025 1:48 pm"
10405,,,1,Acapulco,Javier Saldaña Almazán,No respondió (NO LEER),181,"Dec 5, 2025 1:43 pm","Dec 5, 2025 1:56 pm"
1236,18.3352421,-99.5615936,3,Iguala,,,2830,"Dec 5, 2025 1:44 pm","Dec 5, 2025 1:46 pm"
2112,17.5508259,-99.5014623,2,Chilpancingo,,,2803,"Dec 5, 2025 1:44 pm","Dec 5, 2025 2:57 pm"
10508,,,1,Acapulco,Iván Hernández Díaz,Esthela Damián Peralta,125,"Dec 5, 2025 1:45 pm","Dec 5, 2025 2:01 pm"
1232,18.3352421,-99.5615936,3,Iguala,,,2830,"Dec 5, 2025 1:45 pm","Dec 5, 2025 1:46 pm"
10413,,,1,Acapulco,Ninguno (NO LEER),,138,"Dec 5, 2025 1:45 pm","Dec 5, 2025 1:56 pm"
10805,16.8715663,-99.8752123,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,271,"Dec 5, 2025 1:45 pm","Dec 5, 2025 1:50 pm"
10806,,,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,185,"Dec 5, 2025 1:45 pm","Dec 5, 2025 1:59 pm"
1507,,,1,Acapulco,Abelina López Rodríguez,Beatriz Mojica Morga,31,"Dec 5, 2025 1:45 pm","Dec 5, 2025 1:58 pm"
238,17.526358,-99.4846619,2,Chilpancingo,Beatriz Mojica Morga,Ninguno (NO LEER),1271,"Dec 5, 2025 1:46 pm","Dec 5, 2025 1:59 pm"
10402,,,1,Acapulco,Ninguno (NO LEER),,114,"Dec 5, 2025 1:47 pm","Dec 5, 2025 2:05 pm"
3112,18.3586751,-99.5237217,3,Iguala,,,1496,"Dec 5, 2025 1:47 pm","Dec 5, 2025 1:57 pm"
1234,18.3409946,-99.5421406,3,Iguala,Ninguno (NO LEER),,1540,"Dec 5, 2025 1:47 pm","Dec 5, 2025 2:29 pm"
10408,,,1,Acapulco,,,133,"Dec 5, 2025 1:47 pm","Dec 5, 2025 1:48 pm"
1231,18.3409946,-99.5421406,3,Iguala,Ninguno (NO LEER),,1540,"Dec 5, 2025 1:47 pm","Dec 5, 2025 2:19 pm"
10802,16.8346612,-99.7999665,1,Acapulco,Jacinto González Varona,Javier Saldaña Almazán,306,"Dec 5, 2025 1:47 pm","Dec 5, 2025 2:10 pm"
12311,18.3409946,-99.5421406,3,Iguala,Félix Salgado Macedonio,Jacinto González Varona,2830,"Dec 5, 2025 1:47 pm","Dec 5, 2025 2:13 pm"
10802,,,1,Acapulco,,,306,"Dec 5, 2025 1:47 pm","Dec 5, 2025 1:47 pm"
10514,,,1,Acapulco,,,9,"Dec 5, 2025 1:47 pm","Dec 5, 2025 1:48 pm"
12307,18.3409946,-99.5421406,3,Iguala,,,1540,"Dec 5, 2025 1:48 pm","Dec 5, 2025 2:03 pm"
342,18.3353993,-99.5268656,3,Iguala,Iván Hernández Díaz,No sabe (NO LEER),1523,"Dec 5, 2025 1:48 pm","Dec 5, 2025 1:56 pm"
10510,,,1,Acapulco,Félix Salgado Macedonio,Esthela Damián Peralta,9,"Dec 5, 2025 1:48 pm","Dec 5, 2025 2:04 pm"
10507,16.8639515,-99.8822807,1,Acapulco,Ninguno (NO LEER),,31,"Dec 5, 2025 1:48 pm","Dec 5, 2025 2:10 pm"
10407,17.9922883,-102.21367,1,Acapulco,Esthela Damián Peralta,Beatriz Mojica Morga,133,"Dec 5, 2025 1:48 pm","Dec 5, 2025 2:05 pm"
2310,,,2,Chilpancingo,No sabe (NO LEER),,1270,"Dec 5, 2025 1:49 pm","Dec 5, 2025 1:59 pm"
3211,,,2,Chilpancingo,Iván Hernández Díaz,Jacinto González Varona,1270,"Dec 5, 2025 1:49 pm","Dec 5, 2025 1:59 pm"
10120,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,287,"Dec 5, 2025 1:50 pm","Dec 5, 2025 1:58 pm"
10120,,,1,Acapulco,,,287,"Dec 5, 2025 1:50 pm","Dec 5, 2025 1:50 pm"
104040,,,1,Acapulco,Esthela Damián Peralta,Iván Hernández Díaz,151,"Dec 5, 2025 1:49 pm","Dec 5, 2025 1:53 pm"
101713,,,1,Acapulco,Ninguno (NO LEER),,225,"Dec 5, 2025 1:50 pm","Dec 5, 2025 1:58 pm"
316,18.3583708,-99.5237405,3,Iguala,Iván Hernández Díaz,No sabe (NO LEER),1496,"Dec 5, 2025 1:50 pm","Dec 5, 2025 2:00 pm"
10411,,,1,Acapulco,Iván Hernández Díaz,Javier Saldaña Almazán,138,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:01 pm"
10112,16.8574203,-99.8606411,1,Acapulco,Ninguno (NO LEER),,287,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:10 pm"
346,18.336343,-99.5336268,3,Iguala,Ninguno (NO LEER),,1524,"Dec 5, 2025 1:51 pm","Dec 5, 2025 1:58 pm"
10110,16.8574203,-99.8606411,1,Acapulco,Ninguno (NO LEER),,287,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:01 pm"
10108,16.8562824,-99.8665142,1,Acapulco,No respondió (NO LEER),,287,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:10 pm"
239,,,2,Chilpancingo,No sabe (NO LEER),,1271,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:00 pm"
10107,16.8562824,-99.8665142,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,287,"Dec 5, 2025 1:51 pm","Dec 5, 2025 2:14 pm"
224,17.5476955,-99.4819044,2,Chilpancingo,,,1245,"Dec 5, 2025 1:52 pm","Dec 5, 2025 2:12 pm"
10111,16.8558052,-99.8585373,1,Acapulco,No respondió (NO LEER),,287,"Dec 5, 2025 1:52 pm","Dec 5, 2025 2:28 pm"
10805,16.8715663,-99.8752123,1,Acapulco,,,271,"Dec 5, 2025 1:52 pm","Dec 5, 2025 1:53 pm"
101714,,,1,Acapulco,Jacinto González Varona,Javier Saldaña Almazán,225,"Dec 5, 2025 1:53 pm","Dec 5, 2025 2:16 pm"
101714,,,1,Acapulco,,,225,"Dec 5, 2025 1:53 pm","Dec 5, 2025 1:53 pm"
1238,,,3,Iguala,,,1540,"Dec 5, 2025 1:55 pm","Dec 5, 2025 1:56 pm"
10515,16.8841179,-99.9513975,1,Acapulco,Félix Salgado Macedonio,Beatriz Mojica Morga,9,"Dec 5, 2025 1:54 pm","Dec 5, 2025 2:06 pm"
10804,,,1,Acapulco,Félix Salgado Macedonio,Iván Hernández Díaz,256,"Dec 5, 2025 1:54 pm","Dec 5, 2025 2:03 pm"
10404,,,1,Acapulco,Ninguno (NO LEER),,151,"Dec 5, 2025 1:54 pm","Dec 5, 2025 1:57 pm"
10805,16.8715663,-99.8752123,1,Acapulco,Iván Hernández Díaz,Félix Salgado Macedonio,271,"Dec 5, 2025 1:54 pm","Dec 5, 2025 1:59 pm"
10117,,,1,Acapulco,,,262,"Dec 5, 2025 1:56 pm","Dec 5, 2025 2:03 pm"
312,,,3,Iguala,,,1499,"Dec 5, 2025 1:57 pm","Dec 5, 2025 1:57 pm"
1235,18.3675731,-99.5511554,3,Iguala,,,2830,"Dec 5, 2025 1:57 pm","Dec 5, 2025 2:01 pm"
10103,,,1,Acapulco,,,262,"Dec 5, 2025 1:57 pm","Dec 5, 2025 1:57 pm"
10103,,,1,Acapulco,,,262,"Dec 5, 2025 1:57 pm","Dec 5, 2025 1:57 pm"
311,,,3,Iguala,,,1499,"Dec 5, 2025 1:57 pm","Dec 5, 2025 1:58 pm"
312,,,3,Iguala,,,1499,"Dec 5, 2025 1:58 pm","Dec 5, 2025 1:59 pm"
10103,16.8703911,-99.8585373,1,Acapulco,Beatriz Mojica Morga,Ninguno (NO LEER),262,"Dec 5, 2025 1:58 pm","Dec 5, 2025 2:13 pm"
10404,,,1,Acapulco,Iván Hernández Díaz,Beatriz Mojica Morga,151,"Dec 5, 2025 1:58 pm","Dec 5, 2025 2:17 pm"
221,17.5532107,-99.5099954,2,Chilpancingo,Javier Saldaña Almazán,No respondió (NO LEER),1223,"Dec 5, 2025 1:58 pm","Dec 5, 2025 2:10 pm"
312,,,3,Iguala,,,1499,"Dec 5, 2025 1:58 pm","Dec 5, 2025 1:59 pm"
210,17.5590028,-99.5035335,2,Chilpancingo,Javier Saldaña Almazán,Jacinto González Varona,1226,"Dec 5, 2025 1:59 pm","Dec 5, 2025 2:13 pm"
312,,,3,Iguala,,,1499,"Dec 5, 2025 1:59 pm","Dec 5, 2025 2:00 pm"
248,,,2,Chilpancingo,Iván Hernández Díaz,Jacinto González Varona,1265,"Dec 5, 2025 1:59 pm","Dec 5, 2025 2:11 pm"
311,,,3,Iguala,,,1499,"Dec 5, 2025 1:59 pm","Dec 5, 2025 2:00 pm"
229,17.5610347,-99.4994773,2,Chilpancingo,Félix Salgado Macedonio,No sabe (NO LEER),1218,"Dec 5, 2025 2:00 pm","Dec 5, 2025 2:25 pm"
311,,,3,Iguala,,,1499,"Dec 5, 2025 2:00 pm","Dec 5, 2025 2:01 pm"
10405,,,1,Acapulco,Félix Salgado Macedonio,No respondió (NO LEER),181,"Dec 5, 2025 2:00 pm","Dec 5, 2025 2:15 pm"
122,,,2,Chilpancingo,,,1223,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:02 pm"
3112,18.3586751,-99.5237217,3,Iguala,Beatriz Mojica Morga,Esthela Damián Peralta,1496,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:18 pm"
341,18.3320512,-99.5275071,3,Iguala,Ninguno (NO LEER),,1523,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:22 pm"
218,17.5508259,-99.5014623,2,Chilpancingo,No respondió (NO LEER),,2803,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:16 pm"
10411,,,1,Acapulco,Iván Hernández Díaz,Félix Salgado Macedonio,138,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:08 pm"
10805,,,1,Acapulco,,,271,"Dec 5, 2025 2:01 pm","Dec 5, 2025 2:02 pm"
10116,16.8722321,-99.8629038,1,Acapulco,Pablo Amílcar Sandoval Ballesteros,Esthela Damián Peralta,262,"Dec 5, 2025 2:02 pm","Dec 5, 2025 2:23 pm"
316,18.3586751,-99.5237217,3,Iguala,Esthela Damián Peralta,Félix Salgado Macedonio,1496,"Dec 5, 2025 2:02 pm","Dec 5, 2025 2:14 pm"
10105,16.8703911,-99.8585373,1,Acapulco,No sabe (NO LEER),,262,"Dec 5, 2025 2:02 pm","Dec 5, 2025 2:28 pm"
3110,18.3634979,-99.5190302,3,Iguala,No respondió (NO LEER),,1495,"Dec 5, 2025 2:02 pm","Dec 5, 2025 2:13 pm"
3211,,,2,Chilpancingo,Javier Saldaña Almazán,Ninguno (NO LEER),1270,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:15 pm"
345,18.3312413,-99.5402309,3,Iguala,No sabe (NO LEER),,1525,"Dec 5, 2025 2:03 pm","Dec 5, 2025 3:10 pm"
10115,,,1,Acapulco,,,278,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:03 pm"
10104,16.8702588,-99.8603192,1,Acapulco,Esthela Damián Peralta,Jacinto González Varona,262,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:33 pm"
342,,,3,Iguala,,,1523,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:04 pm"
10806,,,1,Acapulco,Félix Salgado Macedonio,Beatriz Mojica Morga,185,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:27 pm"
2110,17.5508259,-99.5014623,2,Chilpancingo,No sabe (NO LEER),,2803,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:25 pm"
213,,,2,Chilpancingo,Ninguno (NO LEER),,2803,"Dec 5, 2025 2:03 pm","Dec 5, 2025 2:31 pm"
217,,,2,Chilpancingo,,,2803,"Dec 5, 2025 2:04 pm","Dec 5, 2025 2:04 pm"
1507,,,1,Acapulco,Beatriz Mojica Morga,Pablo Amílcar Sandoval Ballesteros,31,"Dec 5, 2025 2:04 pm","Dec 5, 2025 2:20 pm"
10804,,,1,Acapulco,Iván Hernández Díaz,Félix Salgado Macedonio,256,"Dec 5, 2025 2:04 pm","Dec 5, 2025 2:14 pm"
244,,,2,Chilpancingo,Félix Salgado Macedonio,Beatriz Mojica Morga,1265,"Dec 5, 2025 2:04 pm","Dec 5, 2025 2:10 pm"
237,17.5558198,-99.4893561,2,Chilpancingo,Beatriz Mojica Morga,No sabe (NO LEER),1232,"Dec 5, 2025 2:04 pm","Dec 7, 2025 10:09 am"
12307,,,3,Iguala,Félix Salgado Macedonio,No sabe (NO LEER),1540,"Dec 5, 2025 2:04 pm","Dec 5, 2025 2:16 pm"
